mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio,has_artefact,has_non_csnp
0.0041459547,8.098827e-10,0.041020583,0.0016826881,2.2548e-41,0.99946415,39,0.7435897435897436,False,False
0.0040727127,7.174182e-09,0.04328461,0.0018735576,0.0,0.99805117,58,0.7931034482758621,False,False
0.004294345,2.7531586e-09,0.050261542,0.0025262225,4.5907564e-36,0.9986557,93,0.5376344086021505,False,False
0.0044011637,1.4098607e-09,0.040789142,0.0016637542,1.2173e-41,0.9962187,31,0.7741935483870968,False,False
0.0044869585,5.1577693e-09,0.047753625,0.0022804087,0.0,0.9985367,56,0.4285714285714285,False,False
0.0048749833,1.0065793e-09,0.04862214,0.0023641125,0.0,0.99879485,50,0.7,False,False
0.005394482,7.0713513e-10,0.045954764,0.0021118403,2.28506e-40,0.99892145,24,0.5833333333333334,False,False
0.005451255,5.7334253e-09,0.05528056,0.0030559401,0.0,0.9984777,59,0.6101694915254238,False,False
0.0053209774,1.9846813e-09,0.05213039,0.0027175774,1.01e-41,0.99816066,51,0.6666666666666666,False,False
0.005140531,6.3815313e-09,0.04858869,0.0023608608,0.0,0.9987272,38,0.6052631578947368,False,False
0.0054392503,7.2110304e-09,0.05438205,0.0029574074,0.0,0.9985153,54,0.7222222222222222,False,False
0.0057510086,1.6787162e-09,0.05503766,0.0030291437,0.0,0.99969715,52,0.7307692307692307,False,False
0.0058295378,4.8230815e-09,0.053870346,0.0029020142,1.3701865e-34,0.99867815,40,0.85,False,False
0.0062201163,6.3075394e-09,0.054168254,0.0029341998,0.0,0.9944152,37,0.5405405405405406,False,False
0.006176084,1.7047714e-08,0.052320264,0.00273741,0.0,0.99820256,29,0.7586206896551724,False,False
0.0061747427,1.0995162e-08,0.05343221,0.002855001,0.0,0.9993465,35,0.6571428571428571,False,False
0.0062375288,4.507073e-09,0.058034815,0.0033680398,0.0,0.9987801,47,0.425531914893617,False,False
0.005815991,1.070935e-08,0.049897056,0.002489716,0.0,0.99351424,26,0.5769230769230769,False,False
